SRA_number,read_number,#_contigs(>=0bp),#_contigs(>=1000bp),#_contigs(>=5000bp),#_contigs(>=10000bp),#_contigs(>=25000bp),#_contigs(>=50000bp),Total_length(>=0bp),Total_length(>=1000bp),Total_length(>=5000bp),Total_length(>=10000bp),Total_length(>=25000bp),Total_length(>=50000bp),#_contigs,Largestcontig,Totallength,GC(%),N50,N75,L50,L75
SRR3989791,18750000,593,194,119,102,63,35,5182959,5098667,4943964,4817943,4168674,3158714,232,180957,5125324,50.54,66384,34232,25,52
SRR3989791,19000000,588,194,119,102,63,35,5182870,5098908,4943062,4817040,4167804,3157844,232,180957,5125565,50.54,66384,34232,25,52
SRR3989791,19250000,578,194,119,102,63,35,5182168,5098352,4943359,4817337,4168101,3158141,232,180957,5125009,50.54,66384,34232,25,52
SRR3989791,19500000,594,194,119,102,63,35,5183019,5098193,4942468,4816447,4167211,3157251,232,180957,5124850,50.54,66384,34232,25,52
SRR3989791,19621239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRR3989792,250000,3128,1503,138,10,0,0,4750221,3931829,944389,125229,0,0,2238,15030,4464918,51.32,2753,1548,498,1041
SRR3989792,500000,753,509,279,166,51,1,5077373,4959453,4408151,3591449,1753108,54293,614,54293,5035744,50.77,18143,8885,88,186
SRR3989792,750000,790,345,183,134,67,26,5162208,5051778,4681466,4327315,3275884,1850113,409,119852,5098296,50.63,36729,15910,43,95
SRR3989792,1000000,1014,277,162,124,68,27,5196642,5078519,4825661,4535226,3643947,2182686,330,166565,5115663,50.57,43580,21140,36,77
SRR3989792,1250000,638,250,145,111,67,32,5179194,5091424,4866464,4613605,3917505,2685706,294,183927,5121327,50.55,52405,26172,30,64
SRR3989792,1500000,638,233,138,109,67,35,5183974,5096780,4899142,4680652,4011557,2873945,274,180957,5125900,50.54,56882,29316,30,61
SRR3989792,1750000,608,217,134,104,66,36,5187248,5100305,4928276,4702799,4111029,3045094,255,180957,5127544,50.54,62261,30980,28,57
SRR3989792,2000000,623,205,125,104,67,36,5189298,5097691,4928969,4771482,4176761,3073951,246,180957,5126855,50.54,62261,31397,28,56
SRR3989792,2250000,641,199,122,101,65,35,5191973,5100514,4939639,4785141,4184601,3095481,237,180957,5127495,50.53,63023,34232,26,54
SRR3989792,2500000,626,198,120,101,66,37,5191481,5098951,4935074,4795321,4209025,3146210,239,180957,5128049,50.53,62937,37517,27,54
SRR3989792,2750000,622,196,120,102,66,37,5191933,5101882,4943768,4812103,4211438,3149248,236,180957,5129956,50.54,62937,37517,27,54
SRR3989792,3000000,616,197,121,102,66,37,5192140,5104002,4947890,4810731,4211159,3149111,235,180957,5130602,50.54,62937,37517,27,54
SRR3989792,3250000,607,191,117,99,65,36,5192188,5105111,4953600,4822863,4249810,3186559,228,180957,5131159,50.54,65243,37898,26,52
SRR3989792,3500000,612,191,118,101,66,37,5192129,5104315,4955960,4834846,4249283,3185860,229,180957,5131068,50.54,62937,37898,27,53
SRR3989792,3750000,621,192,119,102,67,37,5192713,5104935,4956286,4835172,4249686,3137812,229,180957,5130983,50.54,62263,37898,27,54
SRR3989792,4000000,596,191,118,101,67,37,5191153,5104550,4956430,4835317,4270978,3159104,229,180957,5131303,50.54,62937,37898,27,54
SRR3989792,4250000,601,192,120,102,66,37,5191571,5104330,4956930,4829150,4234583,3158595,230,180957,5131083,50.54,63076,37898,27,54
SRR3989792,4500000,610,190,118,100,64,36,5192077,5104240,4956824,4829090,4234523,3207311,228,180957,5130993,50.54,66053,37898,26,52
SRR3989792,4750000,638,191,118,100,64,36,5193865,5104410,4956098,4828319,4234736,3207843,228,180957,5130458,50.54,66053,37898,26,52
SRR3989792,5000000,629,190,118,100,64,36,5193090,5104061,4956880,4829101,4234393,3207175,227,180957,5130109,50.53,66053,37898,26,52
SRR3989792,5250000,610,190,117,100,64,36,5192067,5104322,4952078,4829342,4234387,3207175,228,180957,5130910,50.54,66053,37898,26,52
SRR3989792,5500000,598,190,117,100,64,36,5191364,5104625,4952350,4829660,4234736,3207843,228,180957,5131213,50.54,66053,37898,26,52
SRR3989792,5750000,603,191,118,101,64,36,5191661,5103707,4952447,4829757,4215409,3188510,230,180957,5131000,50.54,65243,37898,26,52
SRR3989792,6000000,615,193,117,101,64,36,5192389,5103865,4944628,4829757,4215409,3188510,232,180957,5131158,50.54,65243,37898,26,52
SRR3989792,6250000,626,193,117,101,64,36,5192894,5103860,4944623,4829751,4215403,3188510,232,180957,5131153,50.54,65243,37898,26,52
SRR3989792,6500000,619,193,117,101,64,36,5192701,5104439,4944966,4829718,4215403,3188510,232,180957,5131732,50.54,65243,37898,26,52
SRR3989792,6750000,617,191,117,100,63,36,5192352,5104923,4951770,4829788,4215473,3230995,229,180957,5131681,50.54,65995,37898,25,51
SRR3989792,7000000,622,191,117,100,63,36,5192833,5104351,4951885,4829903,4215469,3230991,230,180957,5131644,50.54,65995,37898,25,51
SRR3989792,7250000,593,191,117,100,63,36,5191464,5104654,4951885,4829903,4215469,3230991,230,180957,5131947,50.54,65995,37898,25,51
SRR3989792,7500000,604,191,117,100,63,36,5191975,5105163,4951895,4829913,4215472,3230994,229,180957,5131751,50.54,65995,37898,25,51
SRR3989792,7750000,600,191,117,100,63,36,5191478,5104666,4951897,4829915,4215472,3230994,229,180957,5131419,50.54,65995,37898,25,51
SRR3989792,8000000,624,190,116,99,63,36,5192696,5104043,4951577,4829705,4234771,3250293,228,180957,5130796,50.53,66384,37898,25,51
SRR3989792,8250000,618,189,115,99,63,36,5192447,5104228,4951558,4836682,4234910,3250432,227,180957,5130981,50.54,66384,37898,25,51
SRR3989792,8500000,616,189,115,99,63,36,5192288,5104228,4951558,4836682,4234910,3250432,227,180957,5130981,50.54,66384,37898,25,51
SRR3989792,8750000,618,189,115,99,63,36,5192398,5104370,4951569,4836693,4234885,3250383,227,180957,5131123,50.54,66384,37898,25,51
SRR3989792,9000000,608,189,115,99,63,36,5191874,5104613,4951677,4836693,4234885,3250383,227,180957,5131366,50.54,66384,37898,25,51
SRR3989792,9250000,588,189,115,99,63,36,5190569,5104613,4951677,4836693,4234885,3250383,227,180957,5131366,50.54,66384,37898,25,51
SRR3989792,9500000,605,189,115,99,63,36,5191708,5104661,4951725,4836693,4234885,3250383,227,180957,5131414,50.54,66384,37898,25,51
SRR3989792,9750000,595,191,116,100,64,36,5191026,5105168,4950087,4834947,4233139,3209045,229,180957,5131921,50.54,65995,37898,25,52
SRR3989792,10000000,582,191,117,100,64,36,5190246,5105633,4955272,4834951,4233143,3209049,229,180957,5132386,50.54,65995,37898,25,52
SRR3989792,10250000,593,190,117,100,64,36,5190752,5105261,4956718,4836661,4234853,3207922,228,180957,5132014,50.54,66053,37898,26,52
SRR3989792,10500000,610,191,117,100,64,36,5191637,5104817,4955030,4834973,4233165,3209071,229,180957,5131570,50.54,65995,37898,25,52
SRR3989792,10750000,598,189,116,99,63,36,5191023,5104916,4956884,4836719,4234911,3250433,227,180957,5131669,50.54,66384,37898,25,51
SRR3989792,11000000,602,191,117,100,64,36,5191315,5104906,4954729,4834940,4233165,3209071,229,180957,5131659,50.53,65995,37898,25,52
SRR3989792,11250000,608,191,117,100,64,36,5191560,5104798,4954599,4834918,4233143,3209049,229,180957,5131551,50.53,65995,37898,25,52
SRR3989792,11500000,606,191,117,100,64,36,5191396,5104819,4954642,4834961,4233165,3209071,229,180957,5131572,50.53,65995,37898,25,52
SRR3989792,11750000,613,190,117,100,64,36,5191659,5104278,4956347,4836666,4234837,3207944,228,180957,5131031,50.54,66053,37898,26,52
SRR3989792,12000000,615,190,117,100,64,36,5191708,5104526,4956418,4836666,4234836,3207944,228,180957,5131279,50.53,66053,37898,26,52
SRR3989792,12250000,611,190,117,100,64,36,5191506,5104327,4956396,4836644,4234835,3207944,228,180957,5131080,50.54,66053,37898,26,52
SRR3989792,12500000,611,191,117,100,64,36,5191592,5104112,4954325,4834621,4232812,3208399,229,180957,5130865,50.53,65995,37898,25,52
SRR3989792,12750000,602,189,116,99,63,36,5191084,5104108,4956076,4836367,4234558,3249761,227,180957,5130861,50.54,66384,37898,25,51
SRR3989792,13000000,609,192,118,101,65,36,5191368,5104200,4954312,4834555,4232746,3170379,230,180957,5130953,50.54,65243,37517,26,53
SRR3989792,13250000,610,191,117,100,64,36,5191548,5104270,4954382,4834625,4232816,3208403,229,180957,5131023,50.54,65995,37898,25,52
SRR3989792,13500000,606,192,118,101,65,36,5191198,5104096,4954208,4834522,4232746,3170379,230,180957,5130849,50.53,65243,37517,26,53
SRR3989792,13750000,606,190,117,100,64,36,5191057,5104178,4955948,4836262,4234486,3207276,228,180957,5130931,50.53,66053,37898,26,52
SRR3989792,14000000,600,191,117,100,64,36,5190974,5104237,4954349,4834592,4232816,3208403,229,180957,5130990,50.54,65995,37898,25,52
SRR3989792,14250000,602,190,117,100,64,36,5190915,5104163,4955954,4836268,4234492,3207280,228,180957,5130916,50.53,66053,37898,26,52
SRR3989792,14500000,619,190,117,100,64,36,5191852,5104131,4956023,4836266,4234490,3207280,228,180957,5130884,50.53,66053,37898,26,52
SRR3989792,14750000,627,190,117,100,64,36,5192403,5103510,4955392,4835635,4233859,3206648,228,180957,5130263,50.53,66053,37898,26,52
SRR3989792,15000000,623,190,117,100,64,36,5192159,5103511,4955393,4835636,4233860,3206648,228,180957,5130264,50.53,66053,37898,26,52
SRR3989792,15250000,623,189,116,99,63,36,5192284,5103580,4955462,4835705,4233929,3249133,227,180957,5130333,50.53,66384,37898,25,51
SRR3989792,15500000,610,189,116,99,63,36,5191748,5104212,4956094,4836337,4234561,3249765,227,180957,5130965,50.53,66384,37898,25,51
SRR3989792,15750000,611,189,116,99,63,36,5191851,5104035,4956094,4836337,4234561,3249765,227,180957,5130788,50.54,66384,37898,25,51
SRR3989792,16000000,610,189,116,99,63,36,5191732,5104329,4956439,4836687,4234911,3250433,227,180957,5131082,50.54,66384,37898,25,51
SRR3989792,16250000,603,189,116,99,63,36,5191680,5104475,4956433,4836682,4234906,3250429,227,180957,5131228,50.54,66384,37898,25,51
SRR3989792,16500000,603,189,116,99,63,36,5191211,5104977,4956433,4836682,4234940,3250463,226,180957,5131227,50.54,66384,37898,25,51
SRR3989792,16750000,592,189,116,99,63,36,5190637,5105247,4956467,4836716,4234941,3250463,225,180957,5130792,50.54,66384,37898,25,51
SRR3989792,17000000,592,189,116,99,63,36,5190629,5105247,4956467,4836716,4234941,3250463,225,180957,5130792,50.54,66384,37898,25,51
SRR3989792,17250000,598,189,116,99,63,36,5191074,5105247,4956467,4836716,4234907,3250429,225,180957,5130792,50.54,66384,37898,25,51
SRR3989792,17500000,595,191,117,100,64,36,5190863,5105357,4954721,4834970,4233161,3209067,227,180957,5130902,50.54,65995,37898,25,52
SRR3989792,17750000,608,191,117,100,64,36,5191657,5105324,4954688,4834937,4233195,3209101,227,180957,5130869,50.54,65995,37898,25,52
SRR3989792,17890910,605,191,117,100,64,36,5191403,5105324,4954688,4834937,4233161,3209067,227,180957,5130869,50.54,65995,37898,25,52
SRR3989793,250000,2710,1429,177,21,0,0,4849993,4227199,1269804,266589,0,0,1961,18835,4610889,51.61,3358,1916,431,886
SRR3989793,500000,876,543,303,172,42,4,5188319,5025321,4426343,3460428,1504801,219681,682,55968,5126580,51,14841,8119,99,215
SRR3989793,750000,816,378,230,159,65,13,5297865,5151232,4785751,4258457,2716031,917848,477,110068,5220955,50.77,26162,13405,61,130
SRR3989793,1000000,670,302,192,144,72,22,5319004,5200921,4923599,4579953,3397702,1579678,378,180076,5254425,50.66,34819,18109,48,98
SRR3989793,1250000,609,269,168,127,70,27,5335682,5230351,4997931,4706435,3804917,2228460,343,191402,5280718,50.6,43697,22093,36,77
SRR3989793,1500000,560,237,150,117,75,30,5345101,5249772,5057204,4829274,4145910,2514167,295,234771,5289212,50.58,45804,27125,33,69
SRR3989793,1750000,555,236,149,116,74,31,5349855,5262121,5063003,4834853,4129494,2590615,285,191748,5295228,50.56,47222,26577,33,68
SRR3989793,2000000,557,219,138,109,72,33,5353626,5260956,5076824,4876361,4240695,2812031,270,262773,5295205,50.54,54609,29943,30,63
SRR3989793,2250000,517,208,131,103,70,36,5354751,5269668,5100040,4902398,4338240,3081829,254,234793,5300113,50.54,58524,34415,28,58
SRR3989793,2500000,528,202,126,101,71,37,5357604,5272698,5103778,4929662,4435571,3179543,244,234793,5300855,50.53,58524,34825,28,57
SRR3989793,2750000,547,197,122,99,69,37,5362341,5274821,5104454,4943300,4439830,3268542,239,234812,5302893,50.53,61493,35856,26,54
SRR3989793,3000000,535,194,121,98,70,37,5364554,5279993,5115407,4953407,4498121,3285739,234,236517,5306462,50.53,62721,35856,26,54
SRR3989793,3250000,537,194,122,99,69,38,5363640,5277387,5116826,4956912,4470157,3332086,235,226266,5304499,50.53,63512,38696,26,53
SRR3989793,3500000,537,193,120,100,70,38,5365051,5278272,5113829,4975573,4479159,3313803,234,226266,5305259,50.53,62721,37461,26,54
SRR3989793,3750000,503,187,117,97,68,38,5363226,5281575,5126514,4988327,4507825,3405739,228,285797,5308562,50.52,63512,38696,25,52
SRR3989793,4000000,535,183,116,98,68,37,5366678,5280155,5130829,5009964,4516023,3386526,223,285797,5306525,50.52,63686,38352,24,51
SRR3989793,4250000,516,183,116,97,68,36,5365011,5280184,5131457,5000328,4514409,3358328,224,285797,5307197,50.52,63686,37461,24,51
SRR3989793,4500000,532,183,116,97,68,36,5367350,5280364,5130960,5000721,4514325,3358212,225,285797,5308236,50.52,63686,37461,24,51
SRR3989793,4750000,542,181,114,95,68,37,5369753,5282328,5131409,5000391,4529880,3417307,222,285732,5309597,50.52,63686,37461,24,51
SRR3989793,5000000,524,181,114,95,68,37,5368998,5283596,5132806,5002160,4531753,3419084,221,285797,5310178,50.52,65088,37461,24,51
SRR3989793,5250000,546,181,114,95,69,38,5370407,5283267,5132557,5001090,4554755,3442067,221,285797,5309908,50.52,65088,38352,25,51
SRR3989793,5500000,528,181,113,93,67,37,5370072,5286008,5138945,5002249,4558681,3480430,219,285732,5311122,50.51,65546,39454,23,49
SRR3989793,5750000,520,180,113,93,67,37,5370734,5289852,5144933,5004487,4558608,3480356,217,285732,5314224,50.52,65546,39454,23,49
SRR3989793,6000000,536,180,115,95,68,37,5370794,5285533,5141375,5004681,4540648,3428040,220,285797,5312187,50.52,65088,38352,24,50
SRR3989793,6250000,521,179,114,94,67,37,5370641,5288194,5144343,5004433,4541384,3463223,219,285732,5314722,50.52,65331,38352,24,50
SRR3989793,6500000,523,179,114,94,67,37,5370767,5288206,5144338,5004428,4541461,3463303,219,285732,5314734,50.52,65331,38352,24,50
SRR3989793,6750000,538,180,115,95,68,37,5370516,5285271,5141119,5001209,4540611,3428007,220,285732,5312003,50.52,65071,38352,24,50
SRR3989793,7000000,533,180,115,95,69,37,5370204,5284707,5140542,5004382,4566388,3427996,221,285732,5312181,50.52,65088,38352,24,50
SRR3989793,7250000,533,180,115,95,69,37,5370207,5284721,5140556,5004396,4566402,3427977,221,285732,5312195,50.52,65088,38352,24,50
SRR3989793,7500000,529,180,115,95,68,37,5370112,5285152,5140987,5004291,4541753,3428882,222,285732,5312864,50.52,65171,38352,24,50
SRR3989793,7750000,527,180,115,95,68,37,5370050,5287093,5142925,5002479,4541713,3428833,219,285732,5312955,50.52,65088,38352,24,50
SRR3989793,8000000,537,180,115,95,68,37,5370880,5287063,5142916,5002470,4541704,3428727,219,285732,5312925,50.52,65088,38352,24,50
SRR3989793,8250000,533,180,115,95,68,37,5370538,5285974,5141684,5001238,4540450,3427560,220,285732,5312458,50.52,65171,38352,24,50
SRR3989793,8500000,542,180,115,95,68,37,5371195,5285832,5141542,5001096,4540330,3427460,220,285732,5312316,50.52,65071,38352,24,50
SRR3989793,8750000,538,180,115,95,68,37,5370880,5286066,5141316,5000933,4540167,3427560,220,285732,5312551,50.52,65171,38352,24,50
SRR3989793,9000000,536,180,115,95,68,37,5369886,5282668,5137918,5001285,4540045,3427459,221,285732,5310012,50.52,65088,38352,24,50
SRR3989793,9250000,531,180,115,95,68,37,5369980,5286054,5141195,5000810,4540088,3427525,221,285797,5313085,50.52,65027,38352,24,50
SRR3989793,9500000,529,180,115,95,68,37,5369661,5286291,5141216,5000833,4540111,3427525,221,285797,5313322,50.52,65088,38352,24,50
SRR3989793,9750000,524,180,115,95,68,37,5369336,5286514,5141451,5000780,4540058,3427488,221,285797,5313545,50.52,65088,38352,24,50
SRR3989793,10000000,529,180,115,95,68,37,5369788,5286535,5141472,5000801,4540014,3427423,221,285732,5313566,50.52,65088,38352,24,50
SRR3989793,10250000,522,180,115,95,68,37,5368581,5283999,5138936,5002303,4541106,3428274,223,285797,5312689,50.52,65088,38352,24,50
SRR3989793,10500000,521,181,116,96,68,36,5368814,5284493,5139430,5002797,4529074,3369782,225,285797,5313687,50.52,65088,37461,24,51
SRR3989793,10750000,527,180,115,95,68,37,5369106,5284028,5138965,5002332,4541135,3428309,223,285797,5312718,50.52,65088,38352,24,50
SRR3989793,11000000,522,181,116,96,68,36,5369345,5287574,5142511,5001946,4529076,3369787,222,285797,5314605,50.52,65088,37461,24,51
SRR3989793,11250000,521,181,116,96,68,36,5369499,5287725,5142662,5002046,4529175,3369887,222,285797,5314756,50.52,65171,37461,24,51
SRR3989793,11500000,522,180,115,95,68,37,5369099,5284501,5139438,5002509,4541315,3428490,223,285797,5313254,50.52,65171,38352,24,50
SRR3989793,11750000,534,180,115,95,68,37,5370293,5283954,5139460,5002531,4541337,3428490,223,285797,5312707,50.52,65127,38352,24,50
SRR3989793,12000000,538,180,115,95,68,37,5370316,5283568,5139074,5002208,4541012,3428448,223,285797,5312258,50.52,65027,38352,24,50
SRR3989793,12250000,545,183,117,96,68,36,5370910,5284194,5138553,4996116,4522762,3369886,226,285797,5312695,50.52,65127,35856,24,51
SRR3989793,12500000,538,180,115,95,68,37,5370374,5283609,5139115,5002249,4541052,3428490,223,285797,5312299,50.52,65127,38352,24,50
SRR3989793,12750000,538,180,115,95,68,37,5370079,5283822,5138922,5002056,4540859,3428410,222,285797,5312019,50.52,65127,38352,24,50
SRR3989793,13000000,535,180,115,95,68,37,5370460,5286719,5142278,5001662,4540940,3428490,221,285797,5313803,50.52,65127,38352,24,50
SRR3989793,13250000,540,180,115,95,68,37,5370023,5282531,5138090,5001224,4540028,3427704,223,285797,5311274,50.52,65127,38352,24,50
SRR3989793,13500000,534,180,115,95,68,37,5369578,5283347,5138072,5001143,4539946,3427624,222,285797,5311449,50.52,65127,38352,24,50
SRR3989793,13750000,529,180,115,95,68,37,5369473,5283348,5138072,5001143,4539946,3427619,222,285797,5311450,50.52,65127,38352,24,50
SRR3989793,14000000,535,180,115,95,68,37,5369936,5283302,5138026,5001160,4539966,3427622,222,285797,5311626,50.52,65127,38352,24,50
SRR3989793,14250000,528,180,115,96,68,37,5369703,5283495,5142034,5011486,4539373,3427025,223,285797,5312523,50.52,65127,38352,24,50
SRR3989793,14500000,525,179,115,96,68,37,5369974,5286756,5146608,5012310,4540751,3428408,220,285797,5314125,50.52,65127,38352,24,50
SRR3989793,14750000,523,179,115,96,68,37,5369783,5286737,5146589,5012291,4540752,3428403,220,285797,5314106,50.52,65127,38352,24,50
SRR3989793,15000000,543,180,115,96,68,37,5370792,5283877,5142737,5012189,4540652,3428308,222,285797,5312162,50.52,65027,38352,24,50
SRR3989793,15250000,545,181,115,95,68,37,5370749,5283354,5137452,5000586,4539887,3427522,223,285797,5311639,50.51,65027,38352,24,50
SRR3989793,15500000,541,180,115,95,68,37,5370417,5282192,5137515,5000586,4539887,3427522,223,285797,5311182,50.51,65027,38352,24,50
SRR3989793,15750000,542,181,115,95,68,37,5370515,5283335,5137433,5000686,4539987,3427622,223,285797,5311683,50.52,65127,38352,24,50
SRR3989793,15926409,541,180,115,95,68,37,5370298,5281966,5137287,5000603,4539904,3427539,223,285711,5310895,50.52,65127,38352,24,50
SRR3989794,250000,2984,1466,158,17,1,0,4802219,4066876,1114543,215508,28344,0,2079,28344,4513492,51.65,3033,1705,454,950
SRR3989794,500000,841,563,312,174,36,3,5143083,5010516,4391206,3397155,1203665,175174,678,65390,5091875,51.01,14780,7885,106,222
SRR3989794,750000,785,401,235,166,70,10,5248749,5112757,4721742,4209394,2647134,690166,497,83760,5180999,50.79,25574,13027,68,138
SRR3989794,1000000,806,348,207,151,70,19,5285440,5154565,4835939,4424139,3095244,1381782,433,119976,5214809,50.69,30683,15785,53,111
SRR3989794,1250000,643,307,186,140,74,25,5293311,5191810,4913094,4578238,3507195,1752496,367,127958,5234767,50.64,38269,19157,46,94
SRR3989794,1500000,609,274,172,134,73,25,5305835,5214048,4971673,4694661,3694662,1927266,326,127958,5249965,50.61,39826,22479,41,84
SRR3989794,1750000,575,247,161,125,73,28,5316523,5223132,5025599,4773335,3930592,2296632,299,173414,5259221,50.58,43586,24910,36,74
SRR3989794,2000000,598,240,154,124,76,31,5320367,5225247,5023200,4814259,4029773,2403977,293,127958,5261958,50.58,45665,26162,36,73
SRR3989794,2250000,582,230,147,121,75,33,5322733,5230184,5039075,4856527,4112120,2605275,278,127958,5263076,50.57,47501,27150,34,69
SRR3989794,2500000,570,228,145,118,78,31,5324137,5233627,5047676,4856604,4199655,2505221,277,139513,5267439,50.56,46428,28461,34,69
SRR3989794,2750000,540,218,135,109,75,34,5325589,5239601,5050722,4868307,4317089,2852349,269,186821,5273771,50.56,56144,31734,30,62
SRR3989794,3000000,553,216,136,110,76,34,5327040,5239810,5056782,4875928,4315738,2788002,266,186821,5273325,50.55,51438,31734,32,64
SRR3989794,3250000,560,214,135,108,79,34,5328863,5240156,5067881,4883031,4414149,2785313,264,186821,5273726,50.55,51078,32955,32,63
SRR3989794,3500000,562,214,136,107,78,36,5329704,5239753,5066042,4860760,4386741,2881316,263,149833,5273225,50.55,56144,32955,32,63
SRR3989794,3750000,560,214,137,107,77,35,5330573,5241377,5070664,4862131,4376098,2867854,263,186821,5274506,50.54,56144,32869,31,63
SRR3989794,4000000,558,212,135,108,77,34,5331340,5241008,5072016,4885232,4386586,2820052,263,186821,5275659,50.54,54761,34418,31,62
SRR3989794,4250000,563,212,136,109,80,34,5333299,5241400,5073520,4886775,4415102,2738199,265,149833,5277659,50.54,53545,34418,33,64
SRR3989794,4500000,577,210,136,109,79,34,5334930,5240250,5081939,4898750,4415199,2786289,264,149833,5277611,50.54,53925,34418,32,63
SRR3989794,4750000,556,209,135,108,78,35,5333574,5241664,5082861,4900013,4415543,2854100,261,149833,5277769,50.54,56144,35392,31,62
SRR3989794,5000000,542,208,131,107,77,34,5333993,5244429,5072753,4908154,4412130,2850809,260,197873,5280461,50.54,54761,35392,31,61
SRR3989794,5250000,551,207,131,106,77,34,5334189,5242520,5075522,4906845,4436986,2866646,259,197873,5278239,50.54,56144,35537,30,61
SRR3989794,5500000,570,210,135,107,76,34,5335160,5241331,5079478,4889470,4386920,2850910,263,198052,5277783,50.54,54761,35392,31,61
SRR3989794,5750000,537,204,130,106,77,33,5334510,5244905,5085333,4921281,4446199,2854234,257,198042,5281158,50.54,56144,35456,29,60
SRR3989794,6000000,541,203,130,105,76,33,5334682,5244138,5089438,4920021,4446225,2902324,257,198042,5281124,50.54,56144,35396,29,59
SRR3989794,6250000,549,204,130,106,77,34,5335247,5244624,5084800,4920804,4445889,2902108,257,198042,5280875,50.54,56144,35396,30,60
SRR3989794,6500000,547,202,129,105,77,35,5335395,5245847,5085573,4920759,4457817,2960485,253,198042,5281024,50.54,58295,35396,30,60
SRR3989794,6750000,530,200,127,103,76,34,5334114,5245973,5085734,4920920,4473899,2976567,251,198042,5281152,50.54,58346,35537,28,58
SRR3989794,7000000,529,200,127,103,76,34,5334043,5246502,5085771,4920957,4473903,2976568,250,198042,5280743,50.54,58346,35537,28,58
SRR3989794,7250000,528,201,128,104,76,34,5333648,5246773,5085744,4920930,4457922,2960526,250,197873,5280467,50.54,58295,35456,29,59
SRR3989794,7500000,525,199,127,103,76,34,5333682,5247299,5088777,4923963,4468208,2960529,248,197873,5280993,50.54,58295,35539,29,59
SRR3989794,7750000,521,198,128,103,76,34,5333907,5247352,5094252,4923963,4468208,2960529,248,197873,5281597,50.54,58295,35539,29,59
SRR3989794,8000000,526,198,128,103,76,34,5334384,5246431,5093331,4923042,4468208,2960529,249,197873,5281661,50.54,58295,35539,29,59
SRR3989794,8250000,532,199,127,103,76,34,5334950,5246498,5087854,4923040,4468208,2960636,250,197873,5281728,50.54,58295,35539,29,59
SRR3989794,8500000,538,199,127,103,76,34,5335516,5245884,5087765,4923007,4468208,2960636,251,197873,5281908,50.54,58295,35539,29,59
SRR3989794,8750000,528,200,128,104,77,35,5334547,5246174,5087899,4923085,4468286,2960765,252,197873,5282333,50.54,58295,35539,30,60
SRR3989794,9000000,518,199,127,103,76,34,5333868,5246413,5088115,4923301,4468502,2960874,251,197873,5282572,50.54,58295,35539,29,59
SRR3989794,9250000,525,199,127,103,76,34,5334476,5246411,5088113,4923299,4468500,2960981,251,197873,5282570,50.54,58295,35537,29,59
SRR3989794,9500000,528,199,127,103,76,34,5334876,5246588,5088112,4923298,4468498,2960981,251,197873,5282747,50.54,58295,35537,29,59
SRR3989794,9750000,521,198,128,103,76,34,5334383,5246600,5093891,4923298,4468498,2960874,250,197873,5282809,50.54,58295,35537,29,59
SRR3989794,10000000,527,199,129,104,76,34,5334620,5246325,5093616,4923023,4451065,2940653,251,197873,5282485,50.54,57251,35539,29,59
SRR3989794,10250000,522,198,128,103,76,34,5334392,5246604,5093895,4923302,4468500,2960848,250,197873,5282764,50.54,58295,35539,29,59
SRR3989794,10500000,527,198,128,103,76,34,5334743,5246824,5093554,4922961,4468161,2957756,250,197873,5283031,50.54,57251,35539,29,59
SRR3989794,10750000,531,199,129,104,77,35,5335023,5247532,5094216,4923623,4467902,2957540,250,197873,5282762,50.54,57251,35539,30,60
SRR3989794,11000000,531,200,129,104,77,35,5335168,5247848,5091469,4920876,4465122,2957540,251,197873,5283078,50.54,57251,35539,30,60
SRR3989794,11250000,530,200,129,104,77,35,5335112,5247848,5091482,4920889,4465168,2957647,251,197873,5283078,50.54,57251,35539,30,60
SRR3989794,11349482,530,199,129,104,77,35,5335145,5247772,5092657,4922064,4465168,2957489,250,197873,5283002,50.54,57251,35539,30,60
SRR3989795,250000,2420,1309,217,25,0,0,4729232,4201080,1609229,299440,0,0,1732,16225,4511062,51.62,3855,2106,367,762
SRR3989795,500000,803,538,289,169,32,6,5000494,4871174,4303664,3418420,1274879,346004,646,64040,4949985,51.04,15395,8358,94,202
SRR3989795,750000,1136,404,226,159,55,14,5126502,4947105,4539080,4033322,2354645,958630,516,94257,5027488,50.84,22343,12740,62,136
SRR3989795,1000000,838,344,199,148,65,19,5139829,4986778,4652042,4271578,2920459,1328768,449,98093,5063221,50.74,28422,15742,51,110
SRR3989795,1250000,799,304,176,130,68,23,5157955,5019160,4723034,4378416,3373661,1768301,390,125978,5080832,50.67,37769,17185,41,90
SRR3989795,1500000,700,268,157,123,68,25,5169002,5049363,4784687,4526134,3670787,2123774,344,142092,5101962,50.63,41402,21341,35,75
SRR3989795,1750000,669,248,146,116,71,30,5174495,5055656,4821023,4591974,3897980,2420642,322,137788,5108012,50.6,47105,26158,33,69
SRR3989795,2000000,664,228,133,106,65,31,5179415,5060019,4837965,4634599,3995142,2791263,299,142092,5111122,50.58,61893,29821,27,59
SRR3989795,2250000,660,218,127,101,62,30,5182219,5066098,4856315,4664776,4044602,2878200,290,215785,5116925,50.57,65095,30093,25,55
SRR3989795,2500000,625,206,123,100,62,31,5184165,5072401,4890790,4721675,4115064,2983535,277,215898,5122342,50.56,67161,30823,24,53
